,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
70562,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11107,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,0,2,7,0,0,0,0,0
72986,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,0,0,0,0,5,0,0,0,0,0,1,0
1929,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
12920,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,4,3,0,0,0,6,0,0,0,5,0,0
18033,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,6,1,10,4,2,0,6,0,1,0,5,0,6
483,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,0,0,0,0,0,0,3,0
23504,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
61243,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
3533,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25491,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3257,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3011,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,6,0,1
6075,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,7,0,17,3,0,0,4,0,0,0,0,0,0,5
1710,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
861,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64234,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
719,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,1,0,0,0,1,2,1,0,7,0,1,0,0
9308,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0
22858,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,1,0,3,3,0,2,8,0,1,0,4
726,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,1,2,0,6,0,2,3,6,0,0,2
1238,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,4,1,2,0,0,8,3,1,0,3,0,3,0
10800,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,3,5,0,7,0,3,6,8,1,9,8,1
13653,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3074,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,7,0,0,2,4,0,0,0,0,0,0
24788,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90044,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
90059,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1200,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,4,4,4,2,3,2,0,7,0,1,2
1237,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,2,0,0,3,0,0,0,0,0,0,0,0,0
1840,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2546,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,15,3,5,3,3,12,5,6,6,23,13,10,3,10
3369,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,3,3,0,0,0,0,0,3,4
3818,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,3,1,5,4,4,5,8,5,5,20,3,3,11
3846,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,2,0,9,0,0,5,0,1,0
4053,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,7,0,15,5,1,6,11,4
4368,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,3,2,0,0,11,0,4,0,7,0,0,2,1,4
4400,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,7,11,5,0,0,9,8,0,1,0
4919,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,4,0,2,0,0
5265,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,0,7,5,0,1,14,0,5,13,2,5,1
5877,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,4,1,0,4,0,3,2
5989,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6972,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,14,0,3,1,0,3
7081,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,5,0,6,0,0,2,0,0,0,0,0
7256,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0
7650,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,15,5,2,0,10,18,8,6,5,9,4,10
7699,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,10,0,0,0,0,0,0,5,7,0,10,0
7890,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,1,5,10,0,0,0,0,0,5,2,0
8171,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,2,1,0,1,10,14,1,1,5,8,0,5,1
8259,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8301,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,2,0,1,1,7,4,10,4,0,2
8527,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,8,2,0,0,17,3,0,6,10,13,2,8
8609,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,6,0,3,0,0,0,0
9082,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,4,0,5
9416,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,2,0,3,0,0,9,0,2,2,5,0,0,3
9567,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,0,1,8,2,1,0,0,0,6
10019,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,6,6,5,8,9,0,18,15,7,14,17,6,16
10203,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,3,8,0,8,9,0,8,0,6,8,6,2
10216,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,5,0,0,0,5,2,0,4,0
11386,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,6,0,0,0,0,0,0,6,0,3
12501,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
13522,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,2,0,0,0,3,0
13715,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14828,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,4,0,0,0,0,4,13,0,0,0,6,4
14906,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,8,8,6,6,11,10,16,2,6,7,3,5,5,3
16412,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,10,5,5,15,8,2,6,3,10,0,3,7,9,8
16908,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,2,0,3,6,6,1,7,13,13,9,6,8,2
17285,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,4,0,0,0,2,4,0
17655,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,4,0,10,9,0,1,1,0
17865,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,5,4,5,3,3,0,0
18081,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,2,0,3,7,11,2,2,6,7,4
18541,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,6,7,5,8,2,7,14,13,11,7,6,1,12
18720,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,1,0,0,3,3,0,0,0,0,0
18897,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0
18937,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,9,2,0,4,0,10,0,1,7,0,4,4
19428,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,1,4,4,0,0,11,1,1,1
19481,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19614,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,2,1,0,7,9,7,0,7,1,22,7,0,5
19839,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0
20686,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,1,0,4,0,0,9,0,0,0,0
21026,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,5,4,2,10,0,11,5,10,6,6,6,3
21781,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0
22341,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22403,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,6,2,0,0,3,0,0,0,0,0,0,0,0,0
22837,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,5,1,0,0,10,0,0,6,4,0,0,1,0
23037,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,1,3,0,0,3,0,0,0
24713,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,3,5,6,0,0,0,0,1,0,0,0,0,1
25962,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
25986,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,4,0,3,0,5,0,3,0,3,0,7,0
26002,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,2,0,0,2,0,0,0,0,0,0,0,2,0
27085,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
28589,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0
28706,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,6,0,0,3,0,0,5,0,0
30870,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,2,7
40686,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,5,0,0,6,2,1,2,1,3,2
43399,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,3,0,0,1,0,0,0,0,0,0,0,0,0,2
48025,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
49916,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,6,1,0,3,0,7,3,0,11,3,1,17,5
50964,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,4,0,8
57551,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60449,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,6,2,0,0,0,0,0,0,0,0,0
60582,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
60877,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67715,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70405,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,7,2,0,0,0,0,0,0,4
71525,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,14,5
74248,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0
75556,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
75602,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,7,0,8
77273,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,7,1,1,6,0,0
81067,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,3,0,0,0,0,2,1,2,2,0,0
81777,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0
84172,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0
84816,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,5,2,2,2,4
90298,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92079,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0
97305,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97973,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,2,3,2,0,0,0,0,0
98162,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101732,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
1982,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,6,0,5,2,2,2,0,0,0,0,1,2,0,4
9510,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0
11968,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,3,0,0,0,5,3,0,3,9,4,0,3,6,7
16757,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22768,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0
58630,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,2,0,2,6,0,0,0,0,2,0,3,4,0,0
858,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7180,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79923,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,13,6,0,4,0,2,3,1,4,3,0,6,2,0
84720,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,2,8,2,1,8,3,1,0,1,9,3,3
5466,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,4,2,0,4,2,6,1,0,3,7,3,4,2
11027,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,16,11,0,5,5,8,4,0,11,2,1,11,8,9
940,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,8,0,0,0,1,0,0,4,4,2,0,0,5
1024,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,3,3,0,0,0,3,0,0,0
36249,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0
64047,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,2,1,3,2,5,0,15,6,0,4,4,1
13126,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0
62897,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85916,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,8,4,2,3,0,0,2,5,0,0,0,0
1301,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,1,0,0,0,4,0,3,2,0,3,1
67791,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7474,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,2,3,0,0,0
73822,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,0,4,0,0,4,0,0,0,0,0,0
20247,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,11,0,4,7,0,9,0,0,0,0,10,7,2
138084,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,4,3,0,0,3,1,7,4,0,2,0,2
80158,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0
94803,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,2,0,6,5,13,2,7,0,0,13
29355,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
71003,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,5,1,0,1,4,0,3,0,0,0,2,0
6595,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,3,2,0,2,7,1,2,2,4,1,13,0,3
1544,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,1,0,0,5,3,3,0,3,0,0,0,0,0
6806,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,2,7,9,0,7,0,1,7,3,2,9,9
28137,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3
41333,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,1,6,0,2,2,5,8,14,0,9,0,2
44731,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,2,4,14,5,0,1,0,0,0,0,0,0,0,0
1643,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,2,0,0,0,5,0,0,0,1
1866,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,2,0,0,0,0,0,0,0,1
1652,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,3,0,0,0,2
1655,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,2,0,2,1,0,0,0,0,0,0,0,0,0
4681,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,1,0,0,0,0,0,0,1,2,1,0,8
7629,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,4,0,0,0,0,0,0,0,0,4,0,0
2404,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
1730,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,0,2,1,9,0,0,8,2,4,1,3
11707,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,0,4,0,2,2,8,3,1,7,0,13,0,3
100621,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
1872,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,2,4,3,1,0,0,0,0,0,0,0
22201,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,3,0,0,7,0
5215,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,3,0,0,0,0,0,0,2,10,0,0
17400,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,3,0,0,0,0,1,0,0,0,9,0
2071,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,1,3,2,8,4,0,4,0,0,0,0,4
12093,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,2,0,0,1,0,0,0
10645,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0,5,2,0,3,1,0,1
2152,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2185,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0
14289,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6262,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,1,8,0,0,5,0,0,0,0,0
5057,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1,5,3,0,0,2,0,4,0,4,0,2,0,8
79654,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,4,0,0,0,0,0,0,0,5
5488,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,0,7,1,0,0,0,2,0,4,0,0,7
7713,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,2,0,0,0,7,0,7,0,0,0,0
18964,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,4,5,1,2,1,0,0,4,0,0,0,0,2
2309,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,2,0,0,0,6,2,2,0
138148,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,1,4,0,0,2,19,6,5,4
12183,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,0,1,1,0,0,0,0,1,0,0,0
16826,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,4,6,0,0,14,5,0,7,0
27090,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86001,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50963,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1
97290,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,2,8,0,0,2,0,0,0,1
3958,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,1,0,0,0,0,0,0,0,2,0,1
45070,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0
45071,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
84478,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,0,0,0,1
96368,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
2742,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16765,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2783,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,1,0,0
9707,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,5,13,7,0,0,4,0,6,5,1,2,3
22314,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
58354,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29520,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
99554,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
2932,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
50251,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
9648,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0
16870,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,11,13,1,10,0,6,13,6,6,17,5,6,5,11
38803,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81039,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
88496,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0
5846,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8678,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,4,0,1,1,2,1,6,0,2,5,0,0
11325,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,2,2,2,0,2,0,0,0,0,0
10510,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5248,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
7271,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16447,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,2,0,4,0
16861,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,3,0,0,0,5,0,0,3
24456,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,10,7,3,4,0,7,15,0,19,6,4,4,9,1
47596,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12030,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,2,0,0,0,0,0,1,1,0
8339,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,6,11,5,6,0,0,0,0,6
6248,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,4,0,0,0,0,0,0
3309,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12194,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,3,0,0,2,0,0,0,0
10405,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0
52236,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,6,0,3,0,4,3,0,0,0,0,0,0
